"X","Y","SAMELO","OBJECTID","AREA","PERIMETER","PHTW911_","PHTW911_ID","XLO","YLO","SNO","YEAR","LNO","FE","MN","CU","ZN","CD","CR","NI","PB","add","county"
120.5129874,24.01184592,0,18150,62500,1000,9680,23992,199625,2656625,"GR83GK91261",1994,"GK9126",722.73,260.71,193.32,283.93,0.92,5.6,4.35,38.38,"504台灣彰化縣秀水鄉秀中街","彰化縣"
120.5150878,24.10666234,0,15841,62500,1000,7301,20947,199875,2667125,"GR83GK51341",1994,"GK5134",903.75,93.05,137.42,114.84,0.46,15.38,23.75,24.81,"508台灣彰化縣和美鎮柑竹路143-1號","彰化縣"
120.5151217,24.0976333,0,16055,62500,1000,7524,20938,199875,2666125,"GR82GK51301",1993,"GK5130",383.01,39.84,33.53,255.17,0.55,4.79,30.09,10.07,"508台灣彰化縣和美鎮嘉鐵路166號","彰化縣"
120.5151302,24.09537603,0,16109,62500,1000,7580,21823,199875,2665875,"GR83GK613A1",1994,"GK613A",872.86,61.82,21.55,29.4,0.61,3.11,50.43,11.07,"508台灣彰化縣和美鎮彰和路二段754巷36號","彰化縣"
120.5151471,24.09086145,0,16258,62500,1000,7732,21817,199875,2665375,"GR83GK61381",1994,"GK6138",512.53,55.98,77.98,278.85,1,8.7,72.52,13.08,"508台灣彰化縣和美鎮彰和路二段769巷57號","彰化縣"
120.5151556,24.08860417,0,16335,62500,1000,7812,21814,199875,2665125,"GR83GK61371",1994,"GK6137",941.7,58.76,29.27,29.25,0.79,2.11,51.77,13.41,"508台灣彰化縣和美鎮東坡路50號","彰化縣"
120.515198,24.07731761,0,16632,62500,1000,8119,21799,199875,2663875,"GR82GK61321",1993,"GK6132",1187.78,47.83,74.37,55.38,1.15,10.95,66.97,18.13,"500台灣彰化縣彰化市芳草街122號","彰化縣"
120.5152405,24.06603092,0,16856,62500,1000,8349,23025,199875,2662625,"GR82GK71381",1993,"GK7138",815.59,141.97,34.72,46.88,0.68,5.05,47.97,12.11,"500台灣彰化縣彰化市永芳路345巷9號","彰化縣"
120.515249,24.06377357,0,16903,62500,1000,8397,23022,199875,2662375,"GR82GK71371",1993,"GK7137",551.01,125.64,54.17,79.25,0.64,4.39,42.81,11.45,"500台灣彰化縣彰化市彰馬路123號","彰化縣"
120.5154533,24.00959629,0,18183,62500,1000,9713,24019,199875,2656375,"GR83GK91351",1994,"GK9135",787.33,45.04,451.7,128.6,0.71,0.36,2.37,49.58,"504台灣彰化縣秀水鄉下厝巷18號","彰化縣"
120.517029,23.58294639,0,105433,62500,1000,11113,11113,199875,2609125,"GR94GI61441",2005,"GI6144",36.8,3.571,17.309,1.028,0,0.045,0,196.145,"622台灣嘉義縣大林鎮福爾摩沙高速公路","嘉義縣"
120.5175639,24.10215564,0,15950,62500,1000,7415,20968,200125,2666625,"GR83GK51421",1994,"GK5142",563.76,148.96,10.32,24.89,0.52,2.9,78.62,8.68,"508台灣彰化縣和美鎮彰美路三段369巷3號","彰化縣"
120.5175808,24.09764111,0,16056,62500,1000,7525,20965,200125,2666125,"GR83GK51401",1994,"GK5140",260.55,22.2,12.44,18.91,0.39,2.87,53.07,8.34,"508台灣彰化縣和美鎮秀東路11號","彰化縣"
120.5175892,24.09538383,0,16110,62500,1000,7581,21856,200125,2665875,"GR83GK614A1",1994,"GK614A",559.7,36.33,39.32,37.48,0.61,3.84,44.64,10.62,"508台灣彰化縣和美鎮鎮東路43-49號","彰化縣"
120.5175976,24.09312654,0,16183,62500,1000,7654,21853,200125,2665625,"GR83GK61491",1994,"GK6149",636.47,66.92,92.26,26.44,0.93,7.31,69.65,11.22,"508台灣彰化縣和美鎮彰和路二段626號","彰化縣"
120.5176398,24.08184003,0,16535,62500,1000,8018,21838,200125,2664375,"GR82GK61441",1993,"GK6144",2158.21,75.23,43.58,290.4,1.01,4.75,15.94,18.42,"500台灣彰化縣彰化市彰草路582巷21號","彰化縣"
120.5176567,24.07732539,0,16633,62500,1000,8120,21832,200125,2663875,"GR82GK61421",1993,"GK6142",1493.05,65.26,113.77,69.55,1.84,16.49,44.63,31.58,"500台灣彰化縣彰化市線東路一段535號","彰化縣"
120.517699,24.06603869,0,16857,62500,1000,8350,23048,200125,2662625,"GR82GK71481",1993,"GK7148",973.56,47.8,75.56,50.5,0.67,4.32,48.59,12.58,"500台灣彰化縣彰化市線東路一段147號","彰化縣"
120.5177328,24.05700926,0,17045,62500,1000,8544,23045,200125,2661625,"GR82GK71441",1993,"GK7144",1318.26,117.35,638.92,960.46,5.23,93.17,33.76,184.74,"500台灣彰化縣彰化市彰水路187巷6號","彰化縣"
120.5200399,24.09764887,0,16057,62500,1000,7526,20995,200375,2666125,"GR83GK51501",1994,"GK5150",1095.55,42.79,31.17,58.18,0.88,10.38,101.54,21.03,"508台灣彰化縣和美鎮線東路三段197-5號","彰化縣"
120.5200483,24.09539159,0,16111,62500,1000,7582,21886,200375,2665875,"GR83GK615A1",1994,"GK615A",857.26,118.93,12.64,21.04,0.6,2.55,36.66,12.21,"508台灣彰化縣和美鎮線東路三段175號","彰化縣"
120.5200567,24.0931343,0,16184,62500,1000,7655,21883,200375,2665625,"GR83GK61591",1994,"GK6159",907.99,42.98,260.38,165.36,2.19,16.61,111.9,20.99,"508台灣彰化縣和美鎮線東路三段56號","彰化縣"
120.5200818,24.0863624,0,16413,62500,1000,7893,21877,200375,2664875,"GR83GK61561",1994,"GK6156",645.43,52.68,91.61,42.89,1.13,5.12,49.56,13.23,"508台灣彰化縣和美鎮線東路二段520號","彰化縣"
120.5202301,22.68441733,0,70965,62500,1000,26354,1154,199875,2509625,"GR88GE21551",1999,"GE2155",891.69,39.14,7.17,7.03,0.21,12.7,0.61,5.17,"908台灣屏東縣長治鄉新民街113號","屏東縣"
120.5202684,22.67312972,0,130718,62500,1000,11325,11325,199875,2508375,"GR95GE21501",2006,"GE2150",403.44,137.51,17.53,135.07,0.74,12.58,2.77,2.03,"908台灣屏東縣長治鄉永興路1號","屏東縣"
120.5222275,23.49943427,0,131696,62500,1000,14011,14011,200375,2599875,"GR95GI91611",2006,"GI9161",985.4,83.75,21.25,291.32,0.16,1.48,1.4,3.37,"Unnamed Road, 竹崎鄉嘉義縣台灣 604","嘉義縣"
120.5225157,24.09314201,0,16185,62500,1000,7656,21916,200625,2665625,"GR83GK61691",1994,"GK6169",933.77,39.16,75.18,273.31,3.3,18.41,107.11,21.12,"508台灣彰化縣和美鎮彰和路二段446巷38-50號","彰化縣"
120.522524,24.09088472,0,16260,62500,1000,7735,21913,200625,2665375,"GR83GK61681",1994,"GK6168",958.94,70.12,124.03,241.61,4.9,30.73,103.69,22.2,"508台灣彰化縣和美鎮彰和路二段441號","彰化縣"
120.5225324,24.08862742,0,16338,62500,1000,7815,21910,200625,2665125,"GR83GK61671",1994,"GK6167",553.87,35.17,44.9,27.86,1.31,3.49,62.57,13.41,"508台灣彰化縣和美鎮福東路157巷16號","彰化縣"
120.5225741,24.07734083,0,16635,62500,1000,8122,21895,200625,2663875,"GR82GK61621",1993,"GK6162",1701.93,117.61,43.51,36.76,0.94,12.37,36.66,31.03,"500台灣彰化縣彰化市彰草路397號","彰化縣"
120.5225825,24.07508349,0,16684,62500,1000,8171,21892,200625,2663625,"GR82GK61611",1993,"GK6161",1088.78,35.61,27.06,18.72,0.61,2.55,37.24,14.34,"500台灣彰化縣彰化市中山高速公路","彰化縣"
120.5233786,23.858375,0,107016,62500,1000,15053,15053,200625,2639625,"GR94GJ51641",2005,"GJ5164",161.3,121.911,4.036,547.582,0.148,0.199,1.597,12.858,"521台灣彰化縣北斗鎮神農路17-28號","彰化縣"
120.5249414,24.10217885,0,15953,62500,1000,7418,21057,200875,2666625,"GR83GK51721",1994,"GK5172",953.41,88.49,120.65,119.02,1.1,21.77,60.52,16,"508台灣彰化縣和美鎮中興路二段108號","彰化縣"
120.5249747,24.09314969,0,16186,62500,1000,7657,21946,200875,2665625,"GR83GK61791",1994,"GK6179",1046.18,58.64,51.59,91.02,2.66,7.37,63.31,17.9,"508台灣彰化縣和美鎮中興路一段141號","彰化縣"
120.524983,24.09089239,0,16261,62500,1000,7736,21943,200875,2665375,"GR83GK61781",1994,"GK6178",977.81,77.36,96.74,72.81,1.76,10.05,53.92,21.69,"508台灣彰化縣和美鎮彰和路二段327號","彰化縣"
120.5250661,24.06831912,0,16811,62500,1000,8304,23140,200875,2662875,"GR82GK71791",1993,"GK7179",2111.16,96.18,662.69,1651.59,10.98,167.72,911.32,50.74,"500台灣彰化縣彰化市平安街3巷11弄4號","彰化縣"
120.5250828,24.06380441,0,16906,62500,1000,8401,23137,200875,2662375,"GR82GK71771",1993,"GK7177",871.63,114.49,34.54,273.24,0.63,6.88,16.35,28.04,"500台灣彰化縣彰化市崙平南路146巷3號","彰化縣"
120.5251078,24.05703231,0,17047,62500,1000,8547,23128,200875,2661625,"GR82GK71741",1993,"GK7174",1127.8,73.73,93.39,47.33,1.59,10.91,19.2,12,"500台灣彰化縣彰化市崙美路421-437號","彰化縣"
120.5251418,22.67088691,0,113971,62500,1000,10792,10792,200375,2508125,"GR95GE317A1",2006,"GE317A",741.39,64.38,169.82,242.89,0.44,1.89,2.01,7.59,"908台灣屏東縣長治鄉潭頭路189巷","屏東縣"
120.5264127,23.69810476,0,62936,62500,1000,18062,52882,200875,2621875,"GR92GI11701",2003,"GI1170",270.93,96.99,2303.07,36.34,0.14,4.7,26.89,7.07,"640台灣雲林縣斗六市公園路79號","雲林縣"
120.5274337,24.09315733,0,16187,62500,1000,7658,21975,201125,2665625,"GR83GK61891",1994,"GK6189",569.91,27.54,20.92,45.24,2.05,1.87,54.66,13.08,"508台灣彰化縣和美鎮東安路140號","彰化縣"
120.5274916,24.07735611,0,16637,62500,1000,8124,21955,201125,2663875,"GR82GK61821",1993,"GK6182",723.43,89.54,148.24,118.2,1.2,18.74,26.58,223.84,"500台灣彰化縣彰化市彰草路209號","彰化縣"
120.527537,22.68218176,0,130731,62500,1000,11365,11365,200625,2509375,"GR95GE21841",2006,"GE2184",1427.13,53.53,516.89,1113.31,0.25,2.67,1.87,3.69,"908台灣屏東縣長治鄉單座二巷43號","屏東縣"
120.5275495,24.06155466,0,16955,62500,1000,8452,23164,201125,2662125,"GR82GK71861",1993,"GK7186",1275.31,142.02,40.98,80.72,1.12,3.49,55.82,17.41,"500台灣彰化縣彰化市崙美路157巷24號","彰化縣"
120.5275578,24.0592973,0,17001,62500,1000,8499,23161,201125,2661875,"GR82GK71851",1993,"GK7185",1095.11,165.43,126.97,81.96,0.93,5.88,14.39,13.57,"500台灣彰化縣彰化市崙美路241巷1號","彰化縣"
120.5275661,24.05703992,0,17048,62500,1000,8548,23158,201125,2661625,"GR82GK71841",1993,"GK7184",930.84,117.57,96.11,39.59,5.44,1.87,53.84,14.59,"500台灣彰化縣彰化市崙美路438巷52號","彰化縣"
120.5276906,24.02317902,0,17913,62500,1000,9439,23621,201125,2657875,"GR83GK81801",1994,"GK8180",854.98,146.37,361.77,120.97,0.6,1.66,6.83,32.79,"503台灣彰化縣花壇鄉明德街462號","彰化縣"
120.5278146,23.98931795,0,90846,62500,1000,25707,25707,201125,2654125,"GR93GJ01871",2004,"GJ0187",451.26,126.43,246.54,144.62,0.22,0.19,3.45,13.49,"515台灣彰化縣大村鄉錫安路115號","彰化縣"
120.529868,24.09993683,0,16005,62500,1000,7472,21116,201375,2666375,"GR83GK51911",1994,"GK5191",909.62,37.62,96.11,81.85,0.74,3.46,17.34,13.88,"508台灣彰化縣和美鎮彰新路二段243巷18號","彰化縣"
120.5298943,22.70476467,0,41842,62500,1000,34561,77110,200875,2511875,"GR88GE11931",1999,"GE1193",228.37,91.73,98.83,10.61,0.08,0.25,1.09,4.19,"908台灣屏東縣長治鄉屏21鄉道","屏東縣"
120.5299009,24.09090763,0,16263,62500,1000,7738,21990,201375,2665375,"GR83GK61981",1994,"GK6198",945.77,39.81,60.91,224.15,1.13,10.74,16.43,30.42,"508台灣彰化縣和美鎮彰和路二段132號","彰化縣"
120.5299173,24.086393,0,16417,62500,1000,7897,21984,201375,2664875,"GR82GK61961",1993,"GK6196",1083.44,38.53,41.8,30.27,0.68,4.62,74.64,12.98,"500台灣彰化縣彰化市中山高速公路","彰化縣"
120.5299997,24.0638196,0,16908,62500,1000,8403,23191,201375,2662375,"GR82GK71971",1993,"GK7197",1304.44,134.88,136.22,822.39,3.93,40.61,190.45,20.3,"500台灣彰化縣彰化市向陽街85號","彰化縣"
120.5300575,24.04801797,0,17265,62500,1000,8769,23170,201375,2660625,"GR83GK71901",1994,"GK7190",1427.18,104.21,435,218.09,1.68,20.77,30.38,76.43,"503台灣彰化縣花壇鄉中山路二段771號","彰化縣"
120.5304672,23.93514845,0,18859,62500,1000,10420,59632,201375,2648125,"GR85GJ21951",1996,"GJ2195",163.78,96.73,9.52,287.78,0.51,0.43,3.09,10.67,"512台灣彰化縣永靖鄉忠心路6號","彰化縣"
120.5318726,22.83797914,0,39194,62500,1000,31737,59288,201125,2526625,"GR87GF62071",1998,"GF6207",890.25,102.71,118.08,156.16,1.1,1.58,3.73,8.55,"843台灣高雄市美濃區10","高雄市"
120.5322587,22.72509064,0,86837,62500,1000,15686,15686,201125,2514125,"GR93GE02011",2004,"GE0201",736.17,120.25,30.99,111.43,0.33,32.84,2.66,0.06,"904台灣屏東縣九如鄉屏28鄉道55號","屏東縣"
120.5324008,24.07962857,0,16589,62500,1000,8076,21998,201625,2664125,"GR82GK62031",1993,"GK6203",909.45,34.4,94.11,48.95,1.18,14.75,34.44,17.77,"500台灣彰化縣彰化市自強南路489號","彰化縣"
120.5345456,22.76799343,0,40750,62500,1000,33405,19792,201375,2518875,"GR83GF92191",1994,"GF9219",949.21,143.64,140.6,202.63,0.91,1.05,3.26,11.37,"905台灣屏東縣里港鄉民意路","屏東縣"
120.5347765,22.70026382,0,70901,62500,1000,26285,863,201375,2511375,"GR88GE12111",1999,"GE1211",1131.76,56.84,199.73,29.19,0.45,0.95,1.12,9.79,"Unnamed Road, 長治鄉屏東縣台灣 908","屏東縣"
120.5348025,24.09543733,0,16117,62500,1000,7588,22021,201875,2665875,"GR83GK621A1",1994,"GK621A",518.2,20.87,52.65,42.85,0.7,4.74,60.07,12.77,"508台灣彰化縣和美鎮彰新路二段147-79號","彰化縣"
120.5355631,23.88324386,0,132027,62500,1000,14887,14887,201875,2642375,"GR95GJ42141",2006,"GJ4214",574.58,93.26,19.74,268.13,0.24,7.46,14.02,11.63,"521台灣彰化縣北斗鎮力行巷","彰化縣"
120.5372399,22.69124063,0,130752,62500,1000,11417,11417,201625,2510375,"GR95GE22281",2006,"GE2228",671.1,215.21,44.35,224.94,0.28,0.94,2.65,10.22,"908台灣屏東縣長治鄉中興路476號","屏東縣"
120.5398416,24.06159214,0,16957,62500,1000,8454,23245,202375,2662125,"GR82GK72361",1993,"GK7236",936.15,106.95,110.27,113.72,0.47,12.79,40.61,15.13,"500台灣彰化縣彰化市延平路475巷60弄24-26號","彰化縣"
120.5398577,24.05707738,0,17051,62500,1000,8551,23242,202375,2661625,"GR82GK72341",1993,"GK7234",1049.18,113.91,154.3,247.12,1.21,12.88,88.48,8.99,"500台灣彰化縣彰化市介壽北路108巷1弄","彰化縣"
120.5399224,24.03901824,0,17501,62500,1000,9014,23776,202375,2659625,"GR83GK82371",1994,"GK8237",900.35,130.86,167.63,93.06,2.16,11.05,30.29,13.13,"503台灣彰化縣花壇鄉溪南街52-3號","彰化縣"
120.5421796,24.09545967,0,16120,62500,1000,7591,22036,202625,2665875,"GR82GK624A1",1993,"GK624A",1354.38,88.97,89.8,48.45,0.46,13.01,5.69,20.39,"500台灣彰化縣彰化市金馬路二段322號","彰化縣"
