"X","Y","SAMELO","OBJECTID","AREA","PERIMETER","PHTW911_","PHTW911_ID","XLO","YLO","SNO","YEAR","LNO","FE","MN","CU","ZN","CD","CR","NI","PB","add","county"
121.2472603,25.01013686,0,97777,62500,1000,43929,43929,274125,2767125,"GR92IO00651",2003,"IO0065",492.18,73.72,165.41,20.15,0.11,0.51,1.51,8.32,"320台灣桃園市中壢區合圳北路二段558號","桃園市"
121.2472736,25.01690811,0,46189,62500,1000,636,65412,274125,2767875,"GR92IO00681",2003,"IO0068",594.48,29.48,4332.19,86.79,0.53,12.02,6.09,42.2,"338台灣桃園市蘆竹區大新路813巷236號","桃園市"
121.2472868,25.02367933,0,98616,62500,1000,46276,46276,274125,2768625,"GR92IO90601",2003,"IO9060",1357.48,44.7,219.89,85.54,0.33,4.04,6.17,27.23,"338台灣桃園市蘆竹區龍安街三段256號","桃園市"
121.2472912,25.02593641,0,98617,62500,1000,46278,46278,274125,2768875,"GR93IO90611",2004,"IO9061",942.47,52.36,257.75,50.14,0.27,2.93,2.61,23.49,"338台灣桃園市蘆竹區新生路52號","桃園市"
121.2472956,25.02819348,0,98618,62500,1000,46280,46280,274125,2769125,"GR93IO90621",2004,"IO9062",519.25,26.28,324.93,63.34,0.26,4.26,5.37,26.68,"338台灣桃園市蘆竹區大新路380巷86-148號","桃園市"
121.2473043,25.03270765,0,98620,62500,1000,46284,46284,274125,2769625,"GR93IO90641",2004,"IO9064",578.87,19.09,422.92,64.86,0.77,2.98,8.05,25.06,"338台灣桃園市蘆竹區大竹北路331巷","桃園市"
121.2473087,25.03496473,0,98621,62500,1000,46287,46287,274125,2769875,"GR93IO90651",2004,"IO9065",863.05,27.57,277.6,70.38,1.62,2.43,16.14,20.97,"338台灣桃園市蘆竹區大竹路209-1號","桃園市"
121.24955,24.91758857,0,96475,62500,1000,40262,40262,274375,2756875,"GR93IN40791",2004,"IN4079",603.41,20.32,148.69,13.86,0.13,0.25,0.71,11.67,"324台灣桃園市平鎮區平東路136號","桃園市"
121.2497327,25.00787552,0,97783,62500,1000,43944,43944,274375,2766875,"GR92IO00741",2003,"IO0074",863.31,16.17,731.46,89.07,0.21,11.59,7.42,44.71,"338台灣桃園市蘆竹區中興路711巷","桃園市"
121.2497372,25.01013261,0,97784,62500,1000,43946,43946,274375,2767125,"GR93IO00751",2004,"IO0075",462.1,23.54,414.9,54.76,0.43,2.95,2.7,18.99,"338台灣桃園市蘆竹區中興路710巷66號","桃園市"
121.2497551,25.01916094,0,97788,62500,1000,43957,43957,274375,2768125,"GR93IO00791",2004,"IO0079",1179.12,35.57,440.97,58.18,0.31,7.06,3.2,25.15,"338台灣桃園市蘆竹區龍安街二段1639巷","桃園市"
121.249764,25.0236751,0,98627,62500,1000,46303,46303,274375,2768625,"GR92IO90701",2003,"IO9070",1403.65,98.2,434.83,72.82,0.42,8.56,3.69,27.68,"338台灣桃園市蘆竹區大新路417-1號","桃園市"
121.2497685,25.02593217,0,98628,62500,1000,46305,46305,274375,2768875,"GR93IO90711",2004,"IO9071",473.12,18.86,282.92,59.26,0.28,3.06,5.02,24.39,"338台灣桃園市蘆竹區大新路380巷37號","桃園市"
121.2497729,25.02818926,0,9600,62500,1000,783,66155,274375,2769125,"GR86IO90721",1997,"IO9072",622.46,29.54,149.35,22.81,0.4,0.54,1.39,22.13,"338台灣桃園市蘆竹區機場支線","桃園市"
121.2499354,25.10944411,0,97893,62500,1000,44257,44257,274375,2778125,"GR93IO60751",2004,"IO6075",144.2,41.02,165.35,56.74,0.12,0.82,1.88,6.31,"337台灣桃園市大園區建國路137號","桃園市"
121.24994,25.11170115,0,97894,62500,1000,44259,44259,274375,2778375,"GR92IO60761",2003,"IO6076",437.19,29.85,112.56,4.14,0.03,2.61,0.39,3.67,"337台灣桃園市大園區建國路130號","桃園市"
121.2499493,25.11621523,0,97896,62500,1000,44264,44264,274375,2778875,"GR92IO60781",2003,"IO6078",560.73,52.07,104.5,33.97,0.1,0.95,4.23,4.17,"台灣桃園市台61線","桃園市"
121.2522096,25.00787123,0,97792,62500,1000,43968,43968,274625,2766875,"GR92IO00841",2003,"IO0084",715.13,20.25,308.51,43.8,0.28,3.07,6.18,18.26,"338台灣桃園市蘆竹區中興路667巷","桃園市"
121.2522186,25.01238541,0,97794,62500,1000,43973,43973,274625,2767375,"GR93IO00861",2004,"IO0086",427.64,42.28,2002.32,202.35,0.82,40.49,12.27,63.32,"338台灣桃園市蘆竹區中興路586巷35號","桃園市"
121.2522232,25.01464249,0,97795,62500,1000,43976,43976,274625,2767625,"GR92IO00871",2003,"IO0087",530.18,41.28,277.37,33.71,0.18,3.3,3.07,13.28,"338台灣桃園市蘆竹區龍安街二段1517巷71號","桃園市"
121.2522277,25.01689958,0,97796,62500,1000,43978,43978,274625,2767875,"GR93IO00881",2004,"IO0088",103.68,35.89,6.37,45.2,4.78,0.4,2.02,9.15,"338台灣桃園市蘆竹區龍安街二段1543號","桃園市"
121.2524004,25.10266878,0,97899,62500,1000,44273,44273,274625,2777375,"GR92IO60821",2003,"IO6082",468.5,11.74,307.85,82.34,0.24,3.32,9.49,11.61,"337台灣桃園市大園區田寮橋","桃園市"
121.254481,24.90855135,0,48740,62500,1000,3330,63097,274875,2755875,"GR92IN40951",2003,"IN4095",1366.76,77.45,301,47.49,0.48,0.66,1.63,34.65,"335台灣桃園市大溪區仁和路二段509巷","桃園市"
121.2545988,24.96498136,0,126124,62500,1000,20976,20976,274875,2762125,"GR96IN20971",2007,"IN2097",184.64,14.59,660.64,30.98,0.33,0.45,0.86,31.35,"320台灣桃園市中壢區榮安一街435號","桃園市"
121.2547047,25.01689525,0,97807,62500,1000,44009,44009,274875,2767875,"GR92IO00981",2003,"IO0098",155.28,41.18,5.81,29.06,4.13,0.28,1.74,5.97,"338台灣桃園市蘆竹區龍安街二段60-9號","桃園市"
121.2548558,25.09137931,0,98098,62500,1000,44851,44851,274875,2776125,"GR92IO70981",2003,"IO7098",473.86,21.47,125.12,36.24,0.08,2.29,4.99,8,"337台灣桃園市大園區航翔路1號","桃園市"
121.2548983,25.11169269,0,97903,62500,1000,44284,44284,274875,2778375,"GR93IO60961",2004,"IO6096",341.65,21.92,109.32,48.98,0.07,2.3,5.02,7.87,"338台灣桃園市蘆竹區濱海路一段50號","桃園市"
121.2572049,25.02817635,0,100099,62500,1000,50220,50220,275125,2769125,"GR93JO81021",2004,"JO8102",1006.41,35.16,107.96,86.86,0.23,1.14,2.55,12.75,"338台灣桃園市蘆竹區宏昌街48巷","桃園市"
121.2573251,25.08686089,0,99618,62500,1000,48896,48896,275125,2775625,"GR92JO61061",2003,"JO6106",209.56,6.56,127.98,58.7,0.07,1.79,7.54,8.78,"337台灣桃園市大園區自強街52巷19號","桃園市"
121.2573441,25.09588906,0,99622,62500,1000,48904,48904,275125,2776625,"GR92JO610A1",2003,"JO610A",937.77,28.02,268.51,89.69,0.31,2.72,13.65,8.81,"337台灣桃園市大園區航翔路101號","桃園市"
121.2573488,25.0981461,0,99372,62500,1000,48219,48219,275125,2776875,"GR92JO51001",2003,"JO5100",432.56,11.31,103.77,43.58,0.11,2.03,5.84,8.8,"337台灣桃園市大園區航翔路101號","桃園市"
121.2573679,25.10717429,0,99375,62500,1000,48228,48228,275125,2777875,"GR92JO51041",2003,"JO5104",849.5,23.9,269.77,85.63,0.23,5.9,7.77,9.93,"338台灣桃園市蘆竹區海山路二段304號","桃園市"
121.2596402,25.00785818,0,100229,62500,1000,50590,50590,275375,2766875,"GR93JO91141",2004,"JO9114",271.91,21.46,18.3,63.9,24.37,0.45,4.14,61.55,"338台灣桃園市蘆竹區中山高速公路","桃園市"
121.2596822,25.028172,0,100108,62500,1000,50246,50246,275375,2769125,"GR93JO81121",2004,"JO8112",1062.16,47.46,148.7,67.7,0.29,1.18,4.65,12.1,"338台灣桃園市蘆竹區南竹路四段300巷37弄","桃園市"
121.2597754,25.0733142,0,45962,62500,1000,408,67544,275375,2774125,"GR92JO61101",2003,"JO6110",610.35,43.42,223.05,56.66,0.29,0.48,2.67,8.79,"337台灣桃園市大園區三和路22巷1弄","桃園市"
121.2597991,25.08459947,0,99626,62500,1000,48914,48914,275375,2775375,"GR92JO61151",2003,"JO6115",300.45,6.31,283.52,65.52,0.12,2.36,13.82,11.63,"337台灣桃園市大園區71-30","桃園市"
121.2598086,25.08911356,0,99628,62500,1000,48919,48919,275375,2775875,"GR92JO61171",2003,"JO6117",470.21,15.35,250.43,100.14,0.26,6.16,9.43,12.73,"337台灣桃園市大園區17","桃園市"
121.2598229,25.09588469,0,99631,62500,1000,48927,48927,275375,2776625,"GR92JO611A1",2003,"JO611A",1190.05,37.81,368.71,85.4,0.3,4.88,9.71,13.14,"337台灣桃園市大園區航翔路101號","桃園市"
121.2598614,25.11394114,0,45858,62500,1000,304,67461,275375,2778625,"GR92JO51171",2003,"JO5117",724.97,19.44,93.98,195.45,0.18,0.79,3.14,10.63,"338台灣桃園市蘆竹區濱海路一段266巷25號","桃園市"
121.2621454,25.02139633,0,100245,62500,1000,50637,50637,275625,2768375,"GR93JO912A1",2004,"JO912A",421.11,44.65,604.24,29.77,0.17,0.63,1.34,12.34,"338台灣桃園市蘆竹區大竹路449巷4弄4號","桃園市"
121.262169,25.03268183,0,9529,62500,1000,707,28381,275625,2769625,"GR83JO81241",1994,"JO8124",1062.13,72.67,162.77,47.71,0.51,0.67,2.97,16.1,"338台灣桃園市蘆竹區富竹街","桃園市"
121.2621737,25.03493893,0,9493,62500,1000,669,68989,275625,2769875,"GR85JO81251",1996,"JO8125",647.14,68.69,115.82,30.64,0.79,0.7,2.21,14.49,"338台灣桃園市蘆竹區富宏街2號","桃園市"
121.2622491,25.07105271,0,99952,62500,1000,49809,49809,275625,2773875,"GR92JO712A1",2003,"JO712A",337.05,28.89,152.44,32.74,0.14,0.17,1.29,7.59,"337台灣桃園市大園區三民路二段823號","桃園市"
121.2622729,25.08233801,0,99635,62500,1000,48938,48938,275625,2775125,"GR92JO61241",2003,"JO6124",392.73,29.22,301.04,95.62,0.24,4.52,8.94,19.54,"337台灣桃園市大園區69-15","桃園市"
121.2622777,25.08459505,0,99636,62500,1000,48940,48940,275625,2775375,"GR92JO61251",2003,"JO6125",298.11,15.43,155.02,68.93,0.02,1.92,11.28,10.1,"337台灣桃園市大園區坑_路","桃園市"
121.2622825,25.0868521,0,99637,62500,1000,48943,48943,275625,2775625,"GR92JO61261",2003,"JO6126",1669.23,34.37,0,335.88,0.55,35.7,30.75,36.41,"337台灣桃園市大園區18-21","桃園市"
121.2623018,25.09588029,0,99641,62500,1000,48953,48953,275625,2776625,"GR93JO612A1",2004,"JO612A",506.68,32.66,0,1172.51,0.64,1.73,17.25,230.46,"338台灣桃園市蘆竹區90","桃園市"
121.2623114,25.10039439,0,99387,62500,1000,48264,48264,275625,2777125,"GR92JO51211",2003,"JO5121",551.88,26.69,157.43,89.58,0.18,4.16,7.86,13.12,"338台灣桃園市蘆竹區2-2","桃園市"
121.2623163,25.10265145,0,45880,62500,1000,326,67464,275625,2777375,"GR92JO51221",2003,"JO5122",686.07,23.14,307.57,58.85,0.15,2.63,8.36,10.65,"338台灣桃園市蘆竹區中圳街17巷36號","桃園市"
121.2645604,24.99204956,0,98926,62500,1000,46989,46989,275875,2765125,"GR93JN01381",2004,"JN0138",693.1,19.17,110.81,83.17,0.35,9.01,10.14,15.47,"338台灣桃園市蘆竹區龍壽街95巷17號","桃園市"
121.2645986,25.01010641,0,100251,62500,1000,50655,50655,275875,2767125,"GR93JO91351",2004,"JO9135",361.82,35.67,182.11,33.62,0.25,0.74,2,14.84,"338台灣桃園市蘆竹區新興街344巷63弄7號","桃園市"
121.2646178,25.0191348,0,100254,62500,1000,50664,50664,275875,2768125,"GR92JO91391",2003,"JO9139",427.82,25.74,598.22,31.93,0.13,0.38,1.49,10.91,"338台灣桃園市蘆竹區大竹路335巷39弄37號","桃園市"
121.2646225,25.02139189,0,100255,62500,1000,50667,50667,275875,2768375,"GR92JO913A1",2003,"JO913A",1604.23,96.18,178.66,22.57,0.31,0.38,1.62,11.52,"338台灣桃園市蘆竹區竹中街73號","桃園市"
121.2646321,25.02590609,0,100127,62500,1000,50303,50303,275875,2768875,"GR93JO81311",2004,"JO8131",295.35,50.84,124.88,52.73,0.15,0.48,2.73,14.92,"338台灣桃園市蘆竹區南竹路五段34號","桃園市"
121.2646368,25.02816319,0,100128,62500,1000,50305,50305,275875,2769125,"GR93JO81321",2004,"JO8132",141.05,53.09,117.89,35.35,0.31,0.19,1.91,11.12,"338台灣桃園市蘆竹區南竹路四段284號","桃園市"
121.2647226,25.06879117,0,45983,62500,1000,430,67772,275875,2773625,"GR92JO71391",2003,"JO7139",405.59,6.92,3109.99,28.55,0.23,1.12,4.15,9.65,"338台灣桃園市蘆竹區南崁路二段486巷294-1號","桃園市"
121.2647274,25.07104825,0,45971,62500,1000,418,67775,275875,2773875,"GR92JO713A1",2003,"JO713A",797.55,7.91,3619.42,60.61,0.24,1.68,13.05,13.05,"338台灣桃園市蘆竹區南崁路二段486巷52-4號","桃園市"
121.264737,25.07556238,0,99643,62500,1000,48958,48958,275875,2774375,"GR92JO61311",2003,"JO6131",898.28,28.49,254.96,211.82,0.34,0.74,11.16,7.99,"337台灣桃園市大園區27-24","桃園市"
121.2647418,25.07781944,0,45937,62500,1000,383,67547,275875,2774625,"GR92JO61321",2003,"JO6132",457.23,21.34,83.25,306.4,0.18,0.98,5.26,3.8,"337台灣桃園市大園區27-24","桃園市"
121.2647467,25.08007649,0,45929,62500,1000,375,67550,275875,2774875,"GR92JO61331",2003,"JO6133",487.05,33.96,446.56,489.77,0.26,2.9,4.46,7.03,"337台灣桃園市大園區68","桃園市"
121.2647563,25.08459059,0,99645,62500,1000,48962,48962,275875,2775375,"GR93JO61351",2004,"JO6135",257.96,8.29,132.72,46.84,0.08,1.85,7.41,7.36,"337台灣桃園市大園區70-69","桃園市"
121.2648198,25.11393237,0,99396,62500,1000,48291,48291,275875,2778625,"GR92JO51371",2003,"JO5137",293.6,6.99,99.88,19.45,0.04,1.4,3.82,7.39,"338台灣桃園市蘆竹區海湖北路571號","桃園市"
121.26709,25.01687323,0,100264,62500,1000,50693,50693,276125,2767875,"GR93JO91481",2004,"JO9148",389.7,21.15,382.05,24.13,0.14,0.11,1.02,6.2,"338台灣桃園市蘆竹區中興一街7號","桃園市"
121.2671865,25.06201544,0,99962,62500,1000,49838,49838,276125,2772875,"GR93JO71461",2004,"JO7146",473.98,18.18,129.38,593.01,0.47,2.06,32.88,10.55,"338台灣桃園市蘆竹區富國路三段1446號","桃園市"
121.267201,25.06878669,0,45984,62500,1000,431,67781,276125,2773625,"GR92JO71491",2003,"JO7149",746.92,14.1,115.16,54.44,0.04,0.54,4.45,7.3,"338台灣桃園市蘆竹區南崁路二段486巷52-4號","桃園市"
121.2672058,25.07104376,0,45972,62500,1000,419,67783,276125,2773875,"GR92JO714A1",2003,"JO714A",267.77,5.83,235.41,35.1,0.12,0.38,11.2,6.94,"338台灣桃園市蘆竹區長興路四段60巷","桃園市"
121.2672203,25.07781495,0,45938,62500,1000,384,67559,276125,2774625,"GR92JO61421",2003,"JO6142",684.93,9.89,89.85,358.65,0.09,0.59,5.83,7.33,"337台灣桃園市大園區68","桃園市"
121.2693201,24.90401085,0,99072,62500,1000,47400,47400,276375,2755375,"GR93JN31431",2004,"JN3143",1179.45,139.22,30.41,344.13,1.36,2.83,5.76,7.83,"335台灣桃園市大溪區仁和路二段60巷2-1號","桃園市"
121.2695281,24.99881189,0,100266,62500,1000,50699,50699,276375,2765875,"GR93JO91501",2004,"JO9150",637.21,80.42,123.05,60.97,0.31,0.52,1.38,11.56,"338台灣桃園市蘆竹區龍安街二段成功巷15-1號","桃園市"
121.2695622,25.01461163,0,46203,62500,1000,650,67889,276375,2767625,"GR92JO91571",2003,"JO9157",1016.63,78.74,129.91,45.36,0.29,0.46,1.35,18.41,"338台灣桃園市蘆竹區五股楊梅高架段215號","桃園市"
121.2696549,25.05749674,0,99969,62500,1000,49858,49858,276375,2772375,"GR92JO71541",2003,"JO7154",1087.21,68.36,36.16,315.07,0.48,1.62,2.46,12.94,"338台灣桃園市蘆竹區富國路三段1176號","桃園市"
121.2696597,25.05975384,0,99970,62500,1000,49861,49861,276375,2772625,"GR92JO71551",2003,"JO7155",1008.37,42.78,23.64,213.11,0.4,0.99,1.61,14.66,"338台灣桃園市蘆竹區南崁路二段419巷417號","桃園市"
121.2696646,25.06201094,0,99971,62500,1000,49863,49863,276375,2772875,"GR93JO71561",2004,"JO7156",454.87,21.06,122.83,479.31,0.34,1.83,31.46,8.53,"338台灣桃園市蘆竹區南崁路二段376號","桃園市"
121.2696695,25.06426803,0,99972,62500,1000,49866,49866,276375,2773125,"GR93JO71571",2004,"JO7157",1155.03,57.08,45.16,646.84,0.42,1.03,10.48,10.16,"338台灣桃園市蘆竹區南崁路二段402巷49號","桃園市"
121.2696744,25.0665251,0,45993,62500,1000,440,67785,276375,2773375,"GR92JO71581",2003,"JO7158",830.24,43.19,95.26,800.17,0.38,1.5,9.65,24.39,"338台灣桃園市蘆竹區長興路四段225號","桃園市"
121.2697682,25.10940928,0,99406,62500,1000,48321,48321,276375,2778125,"GR92JO51551",2003,"JO5155",879.32,11.61,150.53,43.39,0.16,2.77,6.95,7.74,"338台灣桃園市蘆竹區29-2","桃園市"
121.2697782,25.11392346,0,99408,62500,1000,48327,48327,276375,2778625,"GR92JO51571",2003,"JO5157",528.8,46.22,165.86,15.55,0.02,0.07,0.59,5.15,"338台灣桃園市蘆竹區金海街8巷17號","桃園市"
121.2707399,23.24482652,0,67440,62500,1000,22724,38281,276875,2571625,"GR91JG015A1",2002,"JG015A",196.05,252.87,4.6,351.57,0.4,0.5,1.07,14.43,"982台灣花蓮縣卓溪鄉古楓林道","花蓮縣"
121.2719702,24.98300751,0,126288,62500,1000,21430,21430,276625,2764125,"GR96JN01641",2007,"JN0164",787.6,104.32,1017.53,55.37,0.12,0.66,3.78,17.4,"330台灣桃園市桃園區龍城二街45-47號","桃園市"
121.2720343,25.01234998,0,100280,62500,1000,50738,50738,276625,2767375,"GR92JO91661",2003,"JO9166",517.99,32.98,121.56,53.26,0.14,0.52,2.02,13.11,"338台灣桃園市蘆竹區大竹路103號","桃園市"
121.2720984,25.04169242,0,100165,62500,1000,50412,50412,276625,2770625,"GR93JO81681",2004,"JO8168",662.07,68.29,95.06,39.25,0.27,1.24,3.89,5.98,"338台灣桃園市蘆竹區南竹路四段22號","桃園市"
121.2721379,25.0597493,0,99975,62500,1000,49875,49875,276625,2772625,"GR92JO71651",2003,"JO7165",599.37,20.67,50.67,897.17,0.58,4.15,7.96,18.96,"338台灣桃園市蘆竹區南崁路二段277巷7號","桃園市"
121.2721428,25.06200639,0,99976,62500,1000,49878,49878,276625,2772875,"GR92JO71661",2003,"JO7166",777.71,21.91,67.56,919.12,0.53,5.07,8.79,28.43,"338台灣桃園市蘆竹區南崁路二段228巷","桃園市"
121.2721526,25.06652055,0,99978,62500,1000,49883,49883,276625,2773375,"GR92JO71681",2003,"JO7168",401.36,7.44,607.82,90.29,0.33,5.35,12.83,30.31,"338台灣桃園市蘆竹區長興路四段71巷","桃園市"
121.2721576,25.06877762,0,99979,62500,1000,49886,49886,276625,2773625,"GR92JO71691",2003,"JO7169",333.44,9.99,173.44,48.62,0.08,0.81,9.49,12.11,"338台灣桃園市蘆竹區長興路四段16號","桃園市"
121.2721625,25.0710347,0,45974,62500,1000,421,67800,276625,2773875,"GR92JO716A1",2003,"JO716A",154.99,4.85,184.26,51.04,0.14,0.7,9.03,19.04,"338台灣桃園市蘆竹區長興路四段56號","桃園市"
121.2721674,25.07329176,0,9164,62500,1000,313,68604,276625,2774125,"GR85JO61601",1996,"JO6160",1621.85,17.64,129.4,57.88,0.84,2.69,12.2,14.97,"338台灣桃園市蘆竹區長興路四段88-4號","桃園市"
121.2722322,25.1026335,0,99411,62500,1000,48336,48336,276625,2777375,"GR93JO51621",2004,"JO5162",597.3,17.03,148.77,52.95,0.18,3.39,6.89,8.63,"338台灣桃園市蘆竹區南山北路二段251巷44號","桃園市"
121.2744963,25.00557407,0,100284,62500,1000,50750,50750,276875,2766625,"GR92JO91731",2003,"JO9173",653.39,37.67,232.13,65.82,0.17,2.48,4.01,24.57,"338台灣桃園市蘆竹區大竹路1巷500弄","桃園市"
121.2745013,25.00783118,0,100285,62500,1000,50753,50753,276875,2766875,"GR93JO91741",2004,"JO9174",450.39,21.31,242.48,47.24,0.19,2.3,2.65,14.78,"338台灣桃園市蘆竹區大竹路1巷266號","桃園市"
121.2745212,25.01685961,0,126403,62500,1000,21749,21749,276875,2767875,"GR96JO91781",2007,"JO9178",123.57,63.34,20.81,496.62,0.36,1.53,4.13,4.56,"330台灣桃園市桃園區機場支線","桃園市"
121.274576,25.04168786,0,100174,62500,1000,50438,50438,276875,2770625,"GR92JO81781",2003,"JO8178",640.32,44.49,98.31,38.49,0.09,1.03,3.71,6.44,"338台灣桃園市蘆竹區同安街31-1號","桃園市"
121.274611,25.05748762,0,9260,62500,1000,418,68791,276875,2772375,"GR85JO71741",1996,"JO7174",765.51,18.59,95.67,105.35,0.41,1.25,6.92,26.19,"338台灣桃園市蘆竹區高鐵桃園站聯絡道165號","桃園市"
121.2746259,25.06425889,0,99983,62500,1000,49898,49898,276875,2773125,"GR93JO71771",2004,"JO7177",350.62,10.01,235.32,119.62,0.16,0.47,10.51,16.73,"338台灣桃園市蘆竹區南崁路二段142巷","桃園市"
121.2746309,25.06651596,0,99984,62500,1000,49901,49901,276875,2773375,"GR93JO71781",2004,"JO7178",427.58,17.9,304.7,228.78,0.27,0.77,20.43,19.74,"338台灣桃園市蘆竹區東溪路","桃園市"
121.2746359,25.06877303,0,99985,62500,1000,49904,49904,276875,2773625,"GR92JO71791",2003,"JO7179",472.33,6.57,364.54,83.36,0.27,3.47,11.81,21.82,"338台灣桃園市蘆竹區長興路三段277巷6號","桃園市"
121.2746409,25.0710301,0,45975,62500,1000,422,67815,276875,2773875,"GR92JO717A1",2003,"JO717A",525.05,14.15,760.74,126.3,0.12,2.72,17.56,24.03,"338台灣桃園市蘆竹區長興路三段264巷10號","桃園市"
121.2746458,25.07328716,0,99678,62500,1000,49057,49057,276875,2774125,"GR93JO61701",2004,"JO6170",649.38,20.19,187.43,117.42,0.14,2.73,11.48,8.36,"338台灣桃園市蘆竹區長興路四段88-4號","桃園市"
121.2769832,25.01008367,0,126405,62500,1000,21756,21756,277125,2767125,"GR96JO91851",2007,"JO9185",279.72,96.32,18.87,259.76,0.18,0.88,1.11,11.5,"330台灣桃園市桃園區永安路1279號","桃園市"
121.2770083,25.02136923,0,134268,62500,1000,19968,19968,277125,2768375,"GR95JO918A1",2006,"JO918A",765.61,185.03,2829.7,358.59,4.62,6.12,2.26,100.63,"330台灣桃園市桃園區五股楊梅高架段","桃園市"
121.2771041,25.06425427,0,99991,62500,1000,49919,49919,277125,2773125,"GR92JO71871",2003,"JO7187",386.59,8.68,280.38,79.14,0.23,1.23,16.06,13.51,"338台灣桃園市蘆竹區東溪路","桃園市"
121.2771092,25.06651134,0,99992,62500,1000,49922,49922,277125,2773375,"GR93JO71881",2004,"JO7188",260.02,5.04,216.07,36.91,0.15,1.19,9.76,12.21,"338台灣桃園市蘆竹區內溪路66號","桃園市"
121.2771192,25.07102548,0,45976,62500,1000,423,67821,277125,2773875,"GR92JO718A1",2003,"JO718A",260.18,18.74,198.39,233.97,0.43,0.39,3.68,24.65,"338台灣桃園市蘆竹區長興路三段219巷2號","桃園市"
121.2771242,25.07328254,0,99688,62500,1000,49085,49085,277125,2774125,"GR93JO61801",2004,"JO6180",1485.4,18.5,449.26,218.15,0.41,1.97,19.32,36.25,"338台灣桃園市蘆竹區長興路三段99-1號","桃園市"
121.2771293,25.07553959,0,45955,62500,1000,401,67570,277125,2774375,"GR92JO61811",2003,"JO6181",842.12,52.55,160.77,38.05,0.12,2.07,3.82,17.24,"338台灣桃園市蘆竹區南山路三段17巷118-5號","桃園市"
121.2794195,24.99202211,0,126293,62500,1000,21444,21444,277375,2765125,"GR96JN01981",2007,"JN0198",1207.73,13.47,173.37,17.01,0.11,0.77,1.63,17.41,"330台灣桃園市桃園區龍安街166巷1弄1號","桃園市"
121.2795415,25.04619287,0,9368,62500,1000,533,69105,277375,2771125,"GR85JO819A1",1996,"JO819A",1255.21,69.03,150.86,131.11,0.65,10.17,8.95,27.54,"338台灣桃園市蘆竹區中正北路1106巷","桃園市"
121.2795569,25.05296419,0,99993,62500,1000,49925,49925,277375,2771875,"GR92JO71921",2003,"JO7192",518.92,46.43,139.92,20.25,0.08,0.78,0.96,1.57,"338台灣桃園市蘆竹區蘆興街95號","桃園市"
121.279562,25.05522128,0,99994,62500,1000,49928,49928,277375,2772125,"GR92JO71931",2003,"JO7193",639.37,33.34,277.5,17.58,0.14,1.27,1.26,8.01,"338台灣桃園市蘆竹區南崁路二段21巷","桃園市"
121.2795823,25.06424963,0,9216,62500,1000,369,68827,277375,2773125,"GR86JO71971",1997,"JO7197",596.13,8.72,138.42,27.28,0.21,0.41,4.48,7.97,"338台灣桃園市蘆竹區東溪路","桃園市"
121.2795975,25.07102083,0,45977,62500,1000,424,67836,277375,2773875,"GR92JO719A1",2003,"JO719A",343.11,7.97,410,281.55,0.29,0.39,4.13,25.3,"338台灣桃園市蘆竹區長興路三段149號","桃園市"
121.2796077,25.07553493,0,45956,62500,1000,402,67575,277375,2774375,"GR92JO61911",2003,"JO6191",1202.02,18.38,1821.13,304.31,0.19,3.89,19.34,29.44,"338台灣桃園市蘆竹區南山路三段17巷118-2號","桃園市"
121.2819318,25.00781722,0,126411,62500,1000,21773,21773,277625,2766875,"GR96JO91A41",2007,"JO91A4",90.39,21.09,175.62,4.1,0.01,0.1,0.6,27.7,"330台灣桃園市桃園區桃園環線","桃園市"
121.2820193,25.0461882,0,9369,62500,1000,534,69116,277625,2771125,"GR83JO81AA1",1994,"JO81AA",1650.99,30.74,664.36,205.65,1.19,13.47,17.86,88.88,"338台灣桃園市蘆竹區中正北路1106巷","桃園市"
121.2820296,25.05070241,0,9322,62500,1000,487,68833,277625,2771625,"GR85JO72011",1996,"JO7201",636.07,14.31,161.49,74.4,0.31,7.92,6.6,24.5,"338台灣桃園市蘆竹區錦順街57號","桃園市"
121.2820451,25.05747369,0,99997,62500,1000,49937,49937,277625,2772375,"GR93JO72041",2004,"JO7204",839.73,12.95,93.76,11.64,0.08,0.22,16.02,6.71,"338台灣桃園市蘆竹區興隆街40巷25號","桃園市"
121.2820502,25.05973078,0,9243,62500,1000,399,68834,277625,2772625,"GR85JO72051",1996,"JO7205",525.19,16.55,357.46,29.36,0.4,0.42,4.27,9.78,"338台灣桃園市蘆竹區南工路13-1號","桃園市"
121.2820963,25.08004433,0,99704,62500,1000,49128,49128,277625,2774875,"GR92JO62031",2003,"JO6203",488.13,12,140.46,72.5,0.15,0.31,7.63,6.16,"338台灣桃園市蘆竹區山鼻子","桃園市"
121.2843415,24.97846992,0,126298,62500,1000,21454,21454,277875,2763625,"GR96JN02021",2007,"JN0202",400.98,30.75,136.57,76.59,0.12,2.26,1.73,24.59,"330台灣桃園市桃園區國際路一段685巷","桃園市"
121.2844294,25.01684097,0,134282,62500,1000,20003,20003,277875,2767875,"GR95JO92081",2006,"JO9208",399.39,31.35,95.52,26.9,0.12,0.57,2.93,9.57,"330台灣桃園市桃園區富國路517號","桃園市"
121.2845127,25.05295479,0,100003,62500,1000,49953,49953,277875,2771875,"GR93JO72121",2004,"JO7212",556.83,35.11,134.12,31.61,0.28,1.25,2.68,8.93,"338台灣桃園市蘆竹區南崁路一段231巷43號","桃園市"
